reclat,reclon
42.93242, -78.87363,
42.93242, -78.87367,
42.93241, -78.87370,
42.93241, -78.87373,
42.93240, -78.87376,
42.93240, -78.87379,
42.93238, -78.87381,
42.93236, -78.87383,
42.93234, -78.87383,
42.93232, -78.87383,
42.93230, -78.87383,
42.93228, -78.87382,
42.93225, -78.87382,
42.93223, -78.87381,
42.93221, -78.87379,
42.93219, -78.87378,
42.93217, -78.87378,
42.93215, -78.87377,
42.93212, -78.87376,
42.93209, -78.87375,
42.93207, -78.87375,
42.93205, -78.87375,
42.93202, -78.87375,
42.93200, -78.87375,
42.93198, -78.87374,
42.93196, -78.87373,
42.93194, -78.87372,
42.93192, -78.87372,
42.93189, -78.87371,
42.93186, -78.87370,
42.93184, -78.87369,
42.93182, -78.87367,
42.93180, -78.87366,
42.93177, -78.87365,
42.93175, -78.87364,
42.93172, -78.87364,
42.93170, -78.87364,
42.93167, -78.87364,
42.93165, -78.87364,
42.93162, -78.87363,
42.93160, -78.87364,
42.93157, -78.87364,
42.93155, -78.87363,
42.93152, -78.87363,
42.93150, -78.87363,
42.93147, -78.87364,
42.93145, -78.87364,
42.93143, -78.87364,
42.93140, -78.87364,
42.93138, -78.87364,
42.93136, -78.87364,
42.93133, -78.87364,
42.93131, -78.87365,
42.93129, -78.87365,
42.93128, -78.87368,
42.93128, -78.87371,
42.93126, -78.87374,
42.93123, -78.87374,
42.93121, -78.87373,
42.93118, -78.87372,
42.93116, -78.87372,
42.93114, -78.87372,
42.93111, -78.87372,
42.93109, -78.87372,
42.93106, -78.87373,
42.93103, -78.87373,
42.93101, -78.87373,
42.93098, -78.87373,
42.93096, -78.87373,
42.93093, -78.87374,
42.93091, -78.87374,
42.93089, -78.87374,
42.93086, -78.87374,
42.93083, -78.87373,
42.93081, -78.87373,
42.93078, -78.87373,
42.93076, -78.87373,
42.93074, -78.87374,
42.93072, -78.87374,
42.93070, -78.87375,
42.93067, -78.87375,
42.93064, -78.87375,
42.93062, -78.87375,
42.93059, -78.87375,
42.93057, -78.87375,
42.93055, -78.87374,
42.93052, -78.87374,
42.93050, -78.87374,
42.93048, -78.87374,
42.93046, -78.87376,
42.93043, -78.87376,
42.93041, -78.87376,
42.93038, -78.87375,
42.93036, -78.87375,
42.93034, -78.87375,
42.93031, -78.87374,
42.93029, -78.87375,
42.93026, -78.87375,
42.93024, -78.87376,
42.93022, -78.87376,
42.93019, -78.87375,
42.93016, -78.87375,
42.93014, -78.87374,
42.93012, -78.87373,
42.93009, -78.87373,
42.93007, -78.87373,
42.93005, -78.87374,
42.93003, -78.87374,
42.93000, -78.87374,
42.92998, -78.87374,
42.92996, -78.87374,
42.92993, -78.87374,
42.92991, -78.87374,
42.92988, -78.87374,
42.92986, -78.87375,
42.92984, -78.87375,
42.92982, -78.87376,
42.92980, -78.87377,
42.92977, -78.87377,
42.92975, -78.87377,
42.92973, -78.87377,
42.92971, -78.87377,
42.92970, -78.87374,
42.92971, -78.87370,
42.92973, -78.87372,
42.92974, -78.87375,
42.92973, -78.87378,
42.92970, -78.87381,
42.92965, -78.87383,
42.92956, -78.87379,
42.92949, -78.87379,
42.92940, -78.87379,
42.92931, -78.87379,
42.92923, -78.87379,
42.92913, -78.87378,
42.92903, -78.87379,
42.92893, -78.87379,
42.92882, -78.87379,
42.92872, -78.87379,
42.92863, -78.87379,
42.92853, -78.87379,
42.92846, -78.87379,
42.92838, -78.87378,
42.92832, -78.87379,
42.92826, -78.87379,
42.92822, -78.87380,
42.92819, -78.87381,
42.92817, -78.87381,
42.92814, -78.87382,
42.92811, -78.87383,
42.92808, -78.87385,
42.92806, -78.87390,
42.92805, -78.87396,
42.92803, -78.87403,
42.92802, -78.87412,
42.92798, -78.87422,
42.92798, -78.87433,
42.92797, -78.87445,
42.92797, -78.87456,
42.92797, -78.87470,
42.92797, -78.87483,
42.92796, -78.87496,
42.92796, -78.87511,
42.92796, -78.87525,
42.92796, -78.87539,
42.92795, -78.87554,
42.92795, -78.87566,
42.92795, -78.87581,
42.92795, -78.87594,
42.92794, -78.87609,
42.92794, -78.87622,
42.92794, -78.87633,
42.92794, -78.87643,
42.92794, -78.87651,
42.92798, -78.87670,
42.92796, -78.87671,
42.92796, -78.87675,
42.92796, -78.87678,
42.92796, -78.87681,
42.92797, -78.87685,
42.92797, -78.87690,
42.92796, -78.87697,
42.92795, -78.87706,
42.92794, -78.87716,
42.92792, -78.87726,
42.92791, -78.87737,
42.92791, -78.87746,
42.92791, -78.87756,
42.92791, -78.87767,
42.92790, -78.87777,
42.92790, -78.87789,
42.92790, -78.87800,
42.92790, -78.87813,
42.92790, -78.87826,
42.92789, -78.87838,
42.92789, -78.87850,
42.92789, -78.87865,
42.92789, -78.87878,
42.92788, -78.87892,
42.92788, -78.87906,
42.92788, -78.87921,
42.92788, -78.87935,
42.92787, -78.87949,
42.92787, -78.87963,
42.92787, -78.87977,
42.92787, -78.87990,
42.92786, -78.88003,
42.92786, -78.88016,
42.92786, -78.88029,
42.92786, -78.88039,
42.92786, -78.88048,
42.92785, -78.88054,
42.92785, -78.88060,
42.92785, -78.88063,
42.92785, -78.88066,
42.92785, -78.88068,
42.92785, -78.88071,
42.92785, -78.88074,
42.92785, -78.88078,
42.92785, -78.88084,
42.92785, -78.88091,
42.92785, -78.88095,
42.92786, -78.88110,
42.92786, -78.88120,
42.92785, -78.88130,
42.92785, -78.88143,
42.92785, -78.88156,
42.92784, -78.88169,
42.92784, -78.88182,
42.92784, -78.88196,
42.92784, -78.88210,
42.92783, -78.88223,
42.92783, -78.88240,
42.92783, -78.88255,
42.92783, -78.88271,
42.92783, -78.88286,
42.92783, -78.88301,
42.92782, -78.88315,
42.92782, -78.88325,
42.92782, -78.88333,
42.92782, -78.88341,
42.92782, -78.88346,
42.92778, -78.88349,
42.92774, -78.88349,
42.92769, -78.88349,
42.92764, -78.88349,
42.92759, -78.88349,
42.92753, -78.88349,
42.92747, -78.88349,
42.92742, -78.88349,
42.92737, -78.88349,
42.92734, -78.88349,
42.92731, -78.88348,
42.92728, -78.88348,
42.92726, -78.88348,
42.92728, -78.88348,
42.92731, -78.88348,
42.92733, -78.88349,
42.92736, -78.88349,
42.92739, -78.88349,
42.92736, -78.88349,
42.92736, -78.88360,
42.92738, -78.88361,
42.92741, -78.88362,
42.92741, -78.88364,
42.92742, -78.88364,
42.92744, -78.88364,
42.92747, -78.88364,
42.92748, -78.88363,
42.92750, -78.88364,
42.92748, -78.88366,
42.92747, -78.88367,
42.92745, -78.88368,
42.92745, -78.88372,
42.92746, -78.88374,
42.92747, -78.88372,
42.92745, -78.88369,
42.92746, -78.88371,
42.92748, -78.88374,
42.92748, -78.88375,
42.92750, -78.88374,
42.92748, -78.88373,
42.92746, -78.88371,
42.92745, -78.88371,
42.92746, -78.88373,
42.92747, -78.88372,
42.92745, -78.88371,
42.92746, -78.88369,
42.92746, -78.88372,
42.92744, -78.88374,
42.92742, -78.88375,
42.92744, -78.88377,
42.92741, -78.88376,
42.92741, -78.88376,
42.92740, -78.88376,
42.92738, -78.88375,
42.92741, -78.88377,
42.92743, -78.88380,
42.92745, -78.88379,
42.92745, -78.88377,
42.92743, -78.88376,
42.92742, -78.88375,
42.92742, -78.88372,
42.92743, -78.88372,
42.92741, -78.88372,
42.92741, -78.88372,
42.92740, -78.88374,
42.92742, -78.88374,
42.92743, -78.88372,
42.92745, -78.88371,
42.92747, -78.88371,
42.92749, -78.88372,
42.92748, -78.88375,
42.92749, -78.88378,
42.92748, -78.88381,
42.92747, -78.88377,
42.92745, -78.88376,
42.92743, -78.88374,
42.92748, -78.88378,
42.92749, -78.88381,
42.92747, -78.88381,
42.92749, -78.88383,
42.92751, -78.88383,
42.92753, -78.88382,
42.92755, -78.88380,
42.92757, -78.88379,
42.92755, -78.88380,
42.92752, -78.88380,
42.92750, -78.88382,
42.92749, -78.88386,
42.92750, -78.88390,
42.92750, -78.88387,
42.92748, -78.88383,
42.92746, -78.88380,
42.92744, -78.88378,
42.92742, -78.88377,
42.92744, -78.88377,
42.92747, -78.88376,
42.92750, -78.88373,
42.92754, -78.88371,
42.92758, -78.88370,
42.92755, -78.88371,
42.92753, -78.88373,
42.92750, -78.88375,
42.92746, -78.88376,
42.92744, -78.88378,
42.92743, -78.88376,
42.92744, -78.88373,
42.92745, -78.88372,
42.92747, -78.88370,
42.92746, -78.88368,
42.92745, -78.88365,
42.92744, -78.88365,
42.92744, -78.88367,
42.92746, -78.88369,
42.92745, -78.88371,
42.92746, -78.88375,
42.92748, -78.88377,
42.92750, -78.88379,
42.92748, -78.88380,
42.92748, -78.88380,
42.92747, -78.88384,
42.92746, -78.88386,
42.92744, -78.88388,
42.92742, -78.88392,
42.92739, -78.88394,
42.92737, -78.88393,
42.92738, -78.88388,
42.92735, -78.88395,
42.92730, -78.88398,
42.92726, -78.88403,
42.92758, -78.88367,
42.92722, -78.88409,
42.92719, -78.88414,
42.92717, -78.88419,
42.92720, -78.88416,
42.92715, -78.88423,
42.92714, -78.88430,
42.92717, -78.88423,
42.92719, -78.88421,
42.92722, -78.88414,
42.92754, -78.88373,
42.92723, -78.88412,
42.92746, -78.88397,
42.92744, -78.88399,
42.92745, -78.88395,
42.92745, -78.88393,
42.92742, -78.88392,
42.92740, -78.88392,
42.92742, -78.88390,
42.92744, -78.88387,
42.92745, -78.88382,
42.92746, -78.88381,
42.92748, -78.88379,
42.92748, -78.88376,
42.92748, -78.88372,
42.92749, -78.88369,
42.92749, -78.88367,
42.92749, -78.88363,
42.92749, -78.88361,
42.92750, -78.88360,
42.92749, -78.88363,
42.92746, -78.88365,
42.92746, -78.88369,
42.92745, -78.88371,
42.92744, -78.88374,
42.92746, -78.88375,
42.92744, -78.88373,
42.92743, -78.88371,
42.92745, -78.88371,
42.92747, -78.88368,
42.92749, -78.88368,
42.92751, -78.88366,
42.92749, -78.88366,
42.92746, -78.88366,
42.92744, -78.88369,
42.92745, -78.88371,
42.92745, -78.88376,
42.92746, -78.88378,
42.92747, -78.88380,
42.92747, -78.88377,
42.92746, -78.88376,
42.92744, -78.88374,
42.92746, -78.88373,
42.92748, -78.88374,
42.92750, -78.88379,
42.92749, -78.88378,
42.92746, -78.88377,
42.92748, -78.88374,
42.92750, -78.88373,
42.92750, -78.88371,
42.92749, -78.88370,
42.92747, -78.88370,
42.92749, -78.88370,
42.92749, -78.88372,
42.92751, -78.88374,
42.92752, -78.88376,
42.92751, -78.88379,
42.92749, -78.88379,
42.92747, -78.88380,
42.92749, -78.88378,
42.92751, -78.88378,
42.92753, -78.88379,
42.92751, -78.88381,
42.92753, -78.88383,
42.92750, -78.88380,
42.92749, -78.88377,
42.92751, -78.88380,
42.92749, -78.88378,
42.92749, -78.88382,
42.92749, -78.88379,
42.92750, -78.88375,
42.92748, -78.88375,
42.92748, -78.88380,
42.92749, -78.88380,
42.92750, -78.88377,
42.92749, -78.88375,
42.92747, -78.88373,
42.92750, -78.88372,
42.92752, -78.88372,
42.92753, -78.88373,
42.92749, -78.88374,
42.92751, -78.88374,
42.92754, -78.88373,
42.92754, -78.88371,
42.92754, -78.88373,
42.92751, -78.88371,
42.92751, -78.88374,
42.92752, -78.88374,
42.92750, -78.88374,
42.92749, -78.88372,
42.92748, -78.88370,
42.92748, -78.88370,
42.92748, -78.88373,
42.92748, -78.88375,
42.92750, -78.88379,
42.92752, -78.88378,
42.92749, -78.88377,
42.92747, -78.88379,
42.92746, -78.88384,
42.92748, -78.88383,
42.92750, -78.88382,
42.92750, -78.88379,
42.92749, -78.88377,
42.92749, -78.88374,
42.92747, -78.88375,
42.92745, -78.88374,
42.92746, -78.88373,
42.92748, -78.88372,
42.92746, -78.88374,
42.92745, -78.88372,
42.92747, -78.88372,
42.92745, -78.88372,
42.92743, -78.88371,
42.92745, -78.88370,
42.92747, -78.88372,
42.92744, -78.88372,
42.92744, -78.88372,
42.92748, -78.88370,
42.92751, -78.88370,
42.92753, -78.88371,
42.92750, -78.88371,
42.92748, -78.88371,
42.92748, -78.88373,
42.92749, -78.88375,
42.92750, -78.88376,
42.92752, -78.88375,
42.92750, -78.88375,
42.92748, -78.88374,
42.92747, -78.88371,
42.92749, -78.88373,
42.92751, -78.88374,
42.92753, -78.88373,
42.92751, -78.88374,
42.92749, -78.88375,
42.92750, -78.88372,
42.92747, -78.88370,
42.92745, -78.88369,
42.92744, -78.88367,
42.92745, -78.88365,
42.92747, -78.88363,
42.92750, -78.88363,
42.92752, -78.88363,
42.92754, -78.88363,
42.92757, -78.88362,
42.92754, -78.88363,
42.92752, -78.88364,
42.92750, -78.88364,
42.92749, -78.88361,
42.92748, -78.88358,
42.92747, -78.88355,
42.92747, -78.88351,
42.92746, -78.88349,
42.92744, -78.88348,
42.92741, -78.88349,
42.92739, -78.88349,
42.92736, -78.88349,
42.92734, -78.88349,
42.92733, -78.88352,
42.92731, -78.88350,
42.92728, -78.88348,
42.92726, -78.88347,
42.92722, -78.88345,
42.92718, -78.88343,
42.92712, -78.88341,
42.92705, -78.88340,
42.92698, -78.88340,
42.92690, -78.88340,
42.92682, -78.88347,
42.92674, -78.88339,
42.92666, -78.88339,
42.92657, -78.88339,
42.92648, -78.88338,
42.92642, -78.88345,
42.92639, -78.88339,
42.92634, -78.88340,
42.92627, -78.88336,
42.92621, -78.88338,
42.92616, -78.88337,
42.92614, -78.88340,
42.92610, -78.88343,
42.92607, -78.88346,
42.92605, -78.88347,
42.92597, -78.88353,
42.92597, -78.88359,
42.92597, -78.88370,
42.92597, -78.88380,
42.92597, -78.88389,
42.92597, -78.88398,
42.92597, -78.88409,
42.92597, -78.88417,
42.92596, -78.88429,
42.92596, -78.88438,
42.92596, -78.88449,
42.92596, -78.88453,
42.92596, -78.88458,
42.92595, -78.88461,
42.92596, -78.88466,
42.92604, -78.88468,
42.92609, -78.88468,
42.92613, -78.88468,
42.92622, -78.88468,
42.92627, -78.88468,
42.92634, -78.88469,
42.92642, -78.88469,
42.92651, -78.88469,
42.92662, -78.88469,
42.92673, -78.88470,
42.92684, -78.88470,
42.92693, -78.88470,
42.92705, -78.88471,
42.92716, -78.88471,
42.92726, -78.88471,
42.92736, -78.88471,
42.92745, -78.88472,
42.92753, -78.88472,
42.92759, -78.88472,
42.92763, -78.88472,
42.92766, -78.88472,
42.92770, -78.88472,
42.92772, -78.88472,
42.92774, -78.88472,
42.92776, -78.88472,
42.92780, -78.88464,
42.92780, -78.88455,
42.92780, -78.88450,
42.92781, -78.88439,
42.92781, -78.88423,
42.92781, -78.88405,
42.92781, -78.88387,
42.92782, -78.88367,
42.92782, -78.88350,
42.92782, -78.88333,
42.92782, -78.88312,
42.92783, -78.88294,
42.92783, -78.88275,
42.92783, -78.88255,
42.92783, -78.88238,
42.92784, -78.88219,
42.92784, -78.88201,
42.92784, -78.88183,
42.92784, -78.88169,
42.92785, -78.88154,
42.92785, -78.88143,
42.92785, -78.88136,
42.92785, -78.88130,
42.92785, -78.88124,
42.92785, -78.88121,
42.92786, -78.88117,
42.92786, -78.88114,
42.92786, -78.88110,
42.92785, -78.88105,
42.92785, -78.88098,
42.92785, -78.88086,
42.92785, -78.88078,
42.92785, -78.88070,
42.92785, -78.88056,
42.92786, -78.88033,
42.92786, -78.88016,
42.92787, -78.87999,
42.92787, -78.87977,
42.92787, -78.87958,
42.92788, -78.87938,
42.92788, -78.87920,
42.92788, -78.87903,
42.92788, -78.87885,
42.92789, -78.87869,
42.92789, -78.87856,
42.92789, -78.87842,
42.92790, -78.87829,
42.92790, -78.87819,
42.92790, -78.87809,
42.92790, -78.87801,
42.92790, -78.87794,
42.92790, -78.87789,
42.92790, -78.87785,
42.92790, -78.87783,
42.92790, -78.87780,
42.92790, -78.87777,
42.92790, -78.87773,
42.92791, -78.87769,
42.92791, -78.87763,
42.92791, -78.87756,
42.92791, -78.87748,
42.92791, -78.87740,
42.92791, -78.87732,
42.92792, -78.87726,
42.92792, -78.87718,
42.92792, -78.87709,
42.92792, -78.87701,
42.92793, -78.87689,
42.92793, -78.87677,
42.92797, -78.87665,
42.92797, -78.87651,
42.92797, -78.87637,
42.92797, -78.87624,
42.92794, -78.87610,
42.92795, -78.87596,
42.92795, -78.87582,
42.92795, -78.87568,
42.92796, -78.87551,
42.92796, -78.87535,
42.92796, -78.87519,
42.92796, -78.87503,
42.92797, -78.87488,
42.92797, -78.87473,
42.92797, -78.87459,
42.92797, -78.87446,
42.92798, -78.87434,
42.92798, -78.87425,
42.92798, -78.87418,
42.92798, -78.87415,
42.92798, -78.87410,
42.92798, -78.87406,
42.92798, -78.87402,
42.92798, -78.87394,
42.92798, -78.87391,
42.92799, -78.87388,
42.92799, -78.87384,
42.92799, -78.87379,
42.92800, -78.87374,
42.92801, -78.87361,
42.92802, -78.87351,
42.92803, -78.87337,
42.92803, -78.87321,
42.92804, -78.87308,
42.92804, -78.87293,
42.92804, -78.87277,
42.92805, -78.87259,
42.92805, -78.87242,
42.92806, -78.87222,
42.92806, -78.87203,
42.92806, -78.87185,
42.92807, -78.87173,
42.92807, -78.87144,
42.92807, -78.87124,
42.92808, -78.87105,
42.92808, -78.87085,
42.92809, -78.87066,
42.92809, -78.87045,
42.92809, -78.87024,
42.92809, -78.87005,
42.92810, -78.86984,
42.92810, -78.86964,
42.92810, -78.86946,
42.92811, -78.86928,
42.92811, -78.86910,
42.92811, -78.86891,
42.92811, -78.86874,
42.92812, -78.86857,
42.92812, -78.86840,
42.92812, -78.86825,
42.92812, -78.86813,
42.92813, -78.86805,
42.92813, -78.86801,
42.92813, -78.86796,
42.92813, -78.86790,
42.92813, -78.86783,
42.92813, -78.86773,
42.92813, -78.86763,
42.92814, -78.86756,
42.92814, -78.86735,
42.92820, -78.86726,
42.92824, -78.86720,
42.92830, -78.86707,
42.92836, -78.86693,
42.92842, -78.86676,
42.92848, -78.86658,
42.92854, -78.86641,
42.92860, -78.86623,
42.92869, -78.86605,
42.92879, -78.86591,
42.92892, -78.86577,
42.92906, -78.86569,
42.92920, -78.86561,
42.92936, -78.86554,
42.92952, -78.86549,
42.92969, -78.86545,
42.92988, -78.86542,
42.93005, -78.86541,
42.93023, -78.86540,
42.93041, -78.86540,
42.93059, -78.86539,
42.93077, -78.86537,
42.93093, -78.86533,
42.93111, -78.86528,
42.93128, -78.86523,
42.93145, -78.86515,
42.93164, -78.86507,
42.93181, -78.86500,
42.93198, -78.86495,
42.93215, -78.86493,
42.93232, -78.86493,
42.93249, -78.86496,
42.93265, -78.86501,
42.93280, -78.86507,
42.93294, -78.86515,
42.93309, -78.86526,
42.93322, -78.86538,
42.93336, -78.86550,
42.93350, -78.86559,
42.93364, -78.86567,
42.93380, -78.86572,
42.93395, -78.86575,
42.93410, -78.86576,
42.93423, -78.86577,
42.93440, -78.86578,
42.93456, -78.86580,
42.93468, -78.86583,
42.93481, -78.86587,
42.93493, -78.86591,
42.93505, -78.86596,
42.93515, -78.86602,
42.93522, -78.86606,
42.93528, -78.86609,
42.93533, -78.86612,
42.93539, -78.86615,
42.93548, -78.86597,
42.93551, -78.86591,
42.93554, -78.86584,
42.93558, -78.86575,
42.93563, -78.86564,
42.93569, -78.86552,
42.93576, -78.86539,
42.93583, -78.86525,
42.93591, -78.86511,
42.93599, -78.86496,
42.93608, -78.86481,
42.93618, -78.86466,
42.93626, -78.86452,
42.93636, -78.86437,
42.93644, -78.86424,
42.93653, -78.86412,
42.93662, -78.86400,
42.93671, -78.86387,
42.93680, -78.86375,
42.93690, -78.86363,
42.93698, -78.86353,
42.93706, -78.86343,
42.93714, -78.86333,
42.93720, -78.86326,
42.93725, -78.86319,
42.93728, -78.86315,
42.93732, -78.86312,
42.93734, -78.86309,
42.93736, -78.86306,
42.93738, -78.86303,
42.93740, -78.86301,
42.93746, -78.86293,
42.93751, -78.86288,
42.93758, -78.86279,
42.93764, -78.86271,
42.93771, -78.86262,
42.93779, -78.86253,
42.93787, -78.86242,
42.93796, -78.86231,
42.93805, -78.86219,
42.93815, -78.86207,
42.93826, -78.86193,
42.93835, -78.86181,
42.93846, -78.86168,
42.93856, -78.86156,
42.93866, -78.86142,
42.93877, -78.86129,
42.93887, -78.86116,
42.93898, -78.86102,
42.93908, -78.86090,
42.93917, -78.86078,
42.93927, -78.86066,
42.93936, -78.86055,
42.93944, -78.86045,
42.93951, -78.86036,
42.93955, -78.86032,
42.93961, -78.86029,
42.93976, -78.86029,
42.93985, -78.86029,
42.93993, -78.86029,
42.94002, -78.86029,
42.94012, -78.86028,
42.94019, -78.86028,
42.94027, -78.86028,
42.94033, -78.86028,
42.94037, -78.86028,
42.94039, -78.86028,
42.94042, -78.86028,
42.94044, -78.86026,
42.94047, -78.86003,
42.94047, -78.85994,
42.94047, -78.85982,
42.94046, -78.85970,
42.94046, -78.85957,
42.94046, -78.85944,
42.94046, -78.85931,
42.94048, -78.85918,
42.94046, -78.85904,
42.94046, -78.85890,
42.94047, -78.85876,
42.94048, -78.85864,
42.94051, -78.85848,
42.94055, -78.85835,
42.94058, -78.85822,
42.94061, -78.85810,
42.94064, -78.85799,
42.94067, -78.85789,
42.94069, -78.85779,
42.94073, -78.85766,
42.94075, -78.85757,
42.94078, -78.85746,
42.94080, -78.85737,
42.94083, -78.85728,
42.94085, -78.85719,
42.94088, -78.85709,
42.94089, -78.85703,
42.94093, -78.85686,
42.94097, -78.85674,
42.94100, -78.85660,
42.94103, -78.85648,
42.94107, -78.85632,
42.94110, -78.85620,
42.94113, -78.85606,
42.94116, -78.85593,
42.94119, -78.85580,
42.94121, -78.85567,
42.94123, -78.85555,
42.94125, -78.85542,
42.94127, -78.85529,
42.94129, -78.85514,
42.94130, -78.85500,
42.94131, -78.85486,
42.94132, -78.85470,
42.94133, -78.85454,
42.94133, -78.85437,
42.94133, -78.85421,
42.94132, -78.85404,
42.94131, -78.85387,
42.94129, -78.85372,
42.94127, -78.85356,
42.94125, -78.85339,
42.94122, -78.85322,
42.94119, -78.85306,
42.94116, -78.85291,
42.94113, -78.85275,
42.94111, -78.85260,
42.94109, -78.85245,
42.94106, -78.85229,
42.94105, -78.85224,
42.94096, -78.85209,
42.94089, -78.85197,
42.94083, -78.85187,
42.94078, -78.85179,
42.94073, -78.85173,
42.94071, -78.85169,
42.94069, -78.85167,
42.94065, -78.85162,
42.94061, -78.85156,
42.94057, -78.85151,
42.94052, -78.85143,
42.94047, -78.85135,
42.94042, -78.85124,
42.94039, -78.85115,
42.94038, -78.85104,
42.94038, -78.85092,
42.94038, -78.85081,
42.94038, -78.85076,
42.94038, -78.85062,
42.94038, -78.85042,
42.94038, -78.85028,
42.94037, -78.85014,
42.94037, -78.85000,
42.94037, -78.84986,
42.94037, -78.84972,
42.94037, -78.84958,
42.94037, -78.84944,
42.94037, -78.84931,
42.94036, -78.84923,
42.94036, -78.84904,
42.94036, -78.84889,
42.94036, -78.84874,
42.94035, -78.84859,
42.94035, -78.84844,
42.94035, -78.84829,
42.94035, -78.84816,
42.94035, -78.84806,
42.94035, -78.84795,
42.94035, -78.84784,
42.94035, -78.84771,
42.94035, -78.84758,
42.94035, -78.84743,
42.94034, -78.84728,
42.94034, -78.84711,
42.94034, -78.84695,
42.94034, -78.84679,
42.94034, -78.84662,
42.94034, -78.84647,
42.94034, -78.84630,
42.94034, -78.84613,
42.94033, -78.84596,
42.94033, -78.84578,
42.94039, -78.84562,
42.94038, -78.84545,
42.94038, -78.84528,
42.94037, -78.84513,
42.94032, -78.84500,
42.94032, -78.84488,
42.94032, -78.84480,
42.94032, -78.84472,
42.94032, -78.84463,
42.94032, -78.84453,
42.94032, -78.84442,
42.94032, -78.84429,
42.94031, -78.84416,
42.94031, -78.84401,
42.94031, -78.84386,
42.94031, -78.84372,
42.94031, -78.84357,
42.94031, -78.84341,
42.94031, -78.84326,
42.94030, -78.84311,
42.94030, -78.84296,
42.94030, -78.84281,
42.94030, -78.84264,
42.94030, -78.84250,
42.94030, -78.84235,
42.94030, -78.84222,
42.94029, -78.84207,
42.94029, -78.84192,
42.94029, -78.84176,
42.94029, -78.84161,
42.94029, -78.84144,
42.94029, -78.84128,
42.94029, -78.84112,
42.94029, -78.84096,
42.94028, -78.84080,
42.94028, -78.84064,
42.94028, -78.84048,
42.94028, -78.84034,
42.94028, -78.84018,
42.94028, -78.84003,
42.94028, -78.83988,
42.94027, -78.83973,
42.94027, -78.83958,
42.94027, -78.83944,
42.94027, -78.83930,
42.94027, -78.83917,
42.94027, -78.83909,
42.94027, -78.83894,
42.94027, -78.83882,
42.94027, -78.83872,
42.94026, -78.83863,
42.94026, -78.83857,
42.94026, -78.83852,
42.94026, -78.83849,
42.94026, -78.83845,
42.94026, -78.83840,
42.94026, -78.83834,
42.94026, -78.83825,
42.94026, -78.83814,
42.94033, -78.83804,
42.94038, -78.83792,
42.94044, -78.83783,
42.94051, -78.83773,
42.94059, -78.83761,
42.94069, -78.83750,
42.94080, -78.83738,
42.94092, -78.83725,
42.94103, -78.83712,
42.94115, -78.83699,
42.94128, -78.83686,
42.94140, -78.83672,
42.94152, -78.83659,
42.94163, -78.83646,
42.94175, -78.83634,
42.94187, -78.83621,
42.94198, -78.83608,
42.94210, -78.83595,
42.94222, -78.83582,
42.94234, -78.83569,
42.94246, -78.83555,
42.94259, -78.83541,
42.94271, -78.83528,
42.94283, -78.83515,
42.94295, -78.83502,
42.94307, -78.83488,
42.94319, -78.83475,
42.94332, -78.83461,
42.94344, -78.83447,
42.94356, -78.83434,
42.94369, -78.83420,
42.94382, -78.83406,
42.94394, -78.83393,
42.94406, -78.83379,
42.94419, -78.83365,
42.94432, -78.83351,
42.94444, -78.83337,
42.94456, -78.83324,
42.94469, -78.83310,
42.94481, -78.83297,
42.94493, -78.83283,
42.94505, -78.83271,
42.94515, -78.83260,
42.94524, -78.83249,
42.94533, -78.83240,
42.94541, -78.83231,
42.94549, -78.83222,
42.94557, -78.83213,
42.94566, -78.83203,
42.94574, -78.83193,
42.94585, -78.83182,
42.94595, -78.83171,
42.94604, -78.83160,
42.94614, -78.83150,
42.94624, -78.83138,
42.94635, -78.83126,
42.94646, -78.83115,
42.94656, -78.83103,
42.94666, -78.83092,
42.94677, -78.83080,
42.94688, -78.83068,
42.94698, -78.83057,
42.94707, -78.83047,
42.94716, -78.83038,
42.94723, -78.83030,
42.94728, -78.83024,
42.94734, -78.83017,
42.94737, -78.83014,
42.94739, -78.83012,
42.94742, -78.83008,
42.94745, -78.83005,
42.94750, -78.83000,
42.94755, -78.82994,
42.94760, -78.82989,
42.94766, -78.82983,
42.94771, -78.82977,
42.94773, -78.82975,
42.94791, -78.82955,
42.94795, -78.82949,
42.94801, -78.82943,
42.94807, -78.82936,
42.94814, -78.82929,
42.94820, -78.82921,
42.94827, -78.82913,
42.94835, -78.82905,
42.94842, -78.82897,
42.94850, -78.82888,
42.94856, -78.82881,
42.94863, -78.82874,
42.94870, -78.82865,
42.94877, -78.82857,
42.94885, -78.82849,
42.94893, -78.82840,
42.94900, -78.82832,
42.94908, -78.82824,
42.94914, -78.82817,
42.94919, -78.82811,
42.94924, -78.82805,
42.94927, -78.82802,
42.94930, -78.82798,
42.94932, -78.82796,
42.94934, -78.82794,
42.94936, -78.82792,
42.94939, -78.82788,
42.94944, -78.82783,
42.94948, -78.82778,
42.94954, -78.82771,
42.94960, -78.82765,
42.94967, -78.82757,
42.94973, -78.82751,
42.94978, -78.82745,
42.94984, -78.82738,
42.94991, -78.82731,
42.94998, -78.82723,
42.95005, -78.82715,
42.95012, -78.82707,
42.95020, -78.82698,
42.95028, -78.82689,
42.95036, -78.82680,
42.95044, -78.82671,
42.95052, -78.82662,
42.95060, -78.82653,
42.95068, -78.82644,
42.95075, -78.82637,
42.95083, -78.82628,
42.95089, -78.82621,
42.95095, -78.82615,
42.95100, -78.82608,
42.95106, -78.82602,
