reclon,reclat,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-78.8520914968837,42.926960256922,0,0,186,190.615581512451,2020/10/11 12:18:37+00,,,,,,,,,,,,,,,,,,,,,
-78.8521137927462,42.9269354045791,0,0,187,190.580486297607,2020/10/11 12:18:38+00,,,,,,,,,,,,,,,,,,,,,
-78.8521375135322,42.9269146174592,0,0,188,190.660320281982,2020/10/11 12:18:39+00,,,,,,,,,,,,,,,,,,,,,
-78.8521627430607,42.9268947523487,0,0,189,190.518413543701,2020/10/11 12:18:40+00,,,,,,,,,,,,,,,,,,,,,
-78.8521867153038,42.9268750967858,0,0,190,190.483989715576,2020/10/11 12:18:41+00,,,,,,,,,,,,,,,,,,,,,
-78.8522066642333,42.9268463049484,0,0,191,190.495708465576,2020/10/11 12:18:42+00,,,,,,,,,,,,,,,,,,,,,
-78.85222166784,42.9268147470829,0,0,192,190.557476043701,2020/10/11 12:18:43+00,,,,,,,,,,,,,,,,,,,,,
-78.852232312857,42.9267852427838,0,0,193,190.564800262451,2020/10/11 12:18:44+00,,,,,,,,,,,,,,,,,,,,,
-78.852245472445,42.9267586302412,0,0,194,190.543865203857,2020/10/11 12:18:45+00,,,,,,,,,,,,,,,,,,,,,
-78.8522609789659,42.9267336102602,0,0,195,190.612773895264,2020/10/11 12:18:46+00,,,,,,,,,,,,,,,,,,,,,
-78.8522817660857,42.9267096380172,0,0,196,190.17484664917,2020/10/11 12:18:47+00,,,,,,,,,,,,,,,,,,,,,
-78.8523059897859,42.9266927484823,0,0,197,190.048198699951,2020/10/11 12:18:48+00,,,,,,,,,,,,,,,,,,,,,
-78.8523315545906,42.9266813910035,0,0,198,189.829998016357,2020/10/11 12:18:49+00,,,,,,,,,,,,,,,,,,,,,
-78.8523595501472,42.9266702011627,0,0,199,189.51127243042,2020/10/11 12:18:50+00,,,,,,,,,,,,,,,,,,,,,
-78.8523851987709,42.9266569158462,0,0,200,189.50394821167,2020/10/11 12:18:51+00,,,,,,,,,,,,,,,,,,,,,
-78.8524095062901,42.9266387690258,0,0,201,189.233867645264,2020/10/11 12:18:52+00,,,,,,,,,,,,,,,,,,,,,
-78.8524266891916,42.9266216280339,0,0,202,189.302532196045,2020/10/11 12:18:53+00,,,,,,,,,,,,,,,,,,,,,
-78.8524434529979,42.9266023915661,0,0,203,189.088054656982,2020/10/11 12:18:54+00,,,,,,,,,,,,,,,,,,,,,
-78.8524638210226,42.9265827779127,0,0,204,189.109477996826,2020/10/11 12:18:55+00,,,,,,,,,,,,,,,,,,,,,
